	ISU_CD	ISU_SRT_CD	ISU_NM	ISU_ABBRV	ISU_ENG_NM	LIST_DD	MKT_TP_NM	SECUGRP_NM	SECT_TP_NM	KIND_STKCERT_TP_NM	PARVAL	LIST_SHRS	KOSPI200
211	KR7001680008	001680	대상보통주	대상	Daesang	19700401	KOSPI	주권	-	보통주	1000	34648025	
212	KR7084691005	084695	대상홀딩스 1우선주	대상홀딩스우	Daesang Holdings(1P)	20050817	KOSPI	주권	-	구형우선주	1000	913482	
213	KR7084690007	084690	대상홀딩스 보통주	대상홀딩스	Daesang Holdings	20050817	KOSPI	주권	-	보통주	1000	36212538	
214	KR7128820008	128820	대성산업보통주	대성산업	DAESUNG INDUSTRIAL	20100730	KOSPI	주권	-	보통주	1000	45235478	
215	KR7117580001	117580	대성에너지보통주	대성에너지	DAESUNG ENERGY	20101224	KOSPI	주권	-	보통주	1000	27500000	
216	KR7016710006	016710	대성홀딩스보통주	대성홀딩스	DAESUNG HOLDINGS	19991222	KOSPI	주권	-	보통주	1000	16089459	
217	KR70030R0007	0030R0	대신밸류리츠위탁관리부동산투자회사보통주	대신밸류리츠	Daishin Value REIT	20250710	KOSPI	부동산투자회사	-	보통주	500	59780000	
218	KR7003541000	003545	대신증권1우선주	대신증권우	DaishinSecurities(1P)	19880901	KOSPI	주권	-	구형우선주	5000	26000000	
219	KR7003542008	003547	대신증권2우선주(신형)	대신증권2우B	DAISHINSECURITIES(2PB)	20071109	KOSPI	주권	-	신형우선주	5000	10000000	
220	KR7003540002	003540	대신증권보통주	대신증권	DaishinSecurities	19751001	KOSPI	주권	-	보통주	5000	50773400	1.0
221	KR7009190000	009190	대양금속보통주	대양금속	DaiyangMetal	19940429	KOSPI	주권	-	보통주	500	43192625	
222	KR7014160006	014160	대영포장보통주	대영포장	DaeyoungPackaging	19900306	KOSPI	주권	-	보통주	500	108394549	
223	KR7047040001	047040	대우건설보통주	대우건설	DaewooEngineering&Construction	20010323	KOSPI	주권	-	보통주	5000	415622638	1.0
224	KR7003090008	003090	대웅보통주	대웅	Daewoong	19730626	KOSPI	주권	-	보통주	500	58141980	
225	KR7069620003	069620	대웅제약보통주	대웅제약	DAEWOONGPHARMACEUTICAL	20021101	KOSPI	주권	-	보통주	2500	11586575	1.0
226	KR7000430009	000430	대원강업보통주	대원강업	DaewonKangup	19770622	KOSPI	주권	-	보통주	500	62000000	
227	KR7006341002	006345	대원전선1우선주	대원전선우	DaewonCable(1P)	19890621	KOSPI	주권	-	구형우선주	500	2621200	
228	KR7006340004	006340	대원전선보통주	대원전선	DaewonCable	19880504	KOSPI	주권	-	보통주	500	77074671	
229	KR7003220001	003220	대원제약보통주	대원제약	DaewonPharmaceutical	19991215	KOSPI	주권	-	보통주	500	22427583	
230	KR7024890006	024890	대원화성보통주	대원화성	DaewonChemical	19971028	KOSPI	주권	-	보통주	500	41249152	
231	KR7002880003	002880	대유에이텍	대유에이텍	DAYOU AUTOMOTIVE SEAT TECHNOLOGY CO.,LTD	19770218	KOSPI	주권	-	보통주	500	46773995	
232	KR7015230006	015230	대창단조보통주	대창단조	DaechangForging	19890725	KOSPI	주권	-	보통주	500	28572230	
233	KR7012800009	012800	대창보통주	대창	DAECHANG	19891205	KOSPI	주권	-	보통주	500	91140499	
234	KR7001070002	001070	대한방직보통주	대한방직	TaihanTextile	19731228	KOSPI	주권	-	보통주	1000	5300000	
235	KR7006650006	006650	대한유화보통주	대한유화	KOREA PETRO CHEMICAL IND	19990811	KOSPI	주권	-	보통주	5000	6500000	
236	KR7001440007	001440	대한전선보통주	대한전선	Taihan Cable & Solution	19681227	KOSPI	주권	-	보통주	1000	186447300	1.0
237	KR7084010008	084010	대한제강 보통주	대한제강	Daehan Steel Co. Ltd.	20051031	KOSPI	주권	-	보통주	1000	22914397	
238	KR7001791003	001795	대한제당1우선주	대한제당우	TS(1P)	19950121	KOSPI	주권	-	구형우선주	500	6482760	
239	KR7001790005	001790	대한제당보통주	대한제당	TS	19681227	KOSPI	주권	-	보통주	500	89696580	
240	KR7001130004	001130	대한제분보통주	대한제분	DaehanFlourMill	19701125	KOSPI	주권	-	보통주	5000	1690000	
241	KR7439260001	439260	대한조선보통주	대한조선	DAEHAN SHIPBUILDING	20250801	KOSPI	주권	-	보통주	5000	38526312	1.0
242	KR7003491008	003495	대한항공1우선주	대한항공우	KoreanAirLines(1P)	19900331	KOSPI	주권	-	구형우선주	5000	1110794	
243	KR7003490000	003490	대한항공보통주	대한항공	KoreanAirLines	19660318	KOSPI	주권	-	보통주	5000	368220661	1.0
244	KR7005880000	005880	대한해운보통주	대한해운	KoreaLine	19920423	KOSPI	주권	-	보통주	500	322747340	
245	KR7003830007	003830	대한화섬보통주	대한화섬	DaehanSyntheticFibrer	19851223	KOSPI	주권	-	보통주	5000	1328000	
246	KR7016090003	016090	대현보통주	대현	Daehyun	19900920	KOSPI	주권	-	보통주	500	44282310	
247	KR7069460004	069460	대호에이엘보통주	대호에이엘	DAEHOAL	20021111	KOSPI	주권	-	보통주	500	87071952	
248	KR7475560009	475560	더본코리아보통주	더본코리아	The BORN Korea	20241106	KOSPI	주권	-	보통주	500	14776640	
249	KR7192080000	192080	더블유게임즈보통주	더블유게임즈	DoubleUGames	20190312	KOSPI	주권	-	보통주	500	21495906	
250	KR7012510004	012510	더존비즈온보통주	더존비즈온	DOUZONE BIZON	19881028	KOSPI	주권	-	보통주	500	30382784	1.0
251	KR7004831004	004835	덕성1우선주	덕성우	Duksung(1P)	19891219	KOSPI	주권	-	구형우선주	500	1392000	
252	KR7004830006	004830	덕성보통주	덕성	Duksung	19870925	KOSPI	주권	-	보통주	500	15680000	
253	KR7145720009	145720	덴티움보통주	덴티움	DENTIUM	20170315	KOSPI	주권	-	보통주	500	11068830	
254	KR7002150001	002150	도화엔지니어링보통주	도화엔지니어링	DOHWA ENGINEERING	20100812	KOSPI	주권	-	보통주	500	33720000	
255	KR7460850001	460850	동국씨엠보통주	동국씨엠	DONGKUK COATED METAL	20230616	KOSPI	주권	-	보통주	5000	29898656	
256	KR7460860000	460860	동국제강보통주	동국제강	DONGKUK STEEL MILL	20230616	KOSPI	주권	-	보통주	5000	49608017	
257	KR7001230002	001230	동국홀딩스보통주	동국홀딩스	DONGKUK HOLDINGS	19880509	KOSPI	주권	-	보통주	5000	31800483	
258	KR7004140000	004140	동방보통주	동방	DongbangTransport&Logistics	19880810	KOSPI	주권	-	보통주	1000	47971766	
259	KR7007590003	007590	동방아그로보통주	동방아그로	DongbangAgro	19770629	KOSPI	주권	-	보통주	500	13617577	
260	KR7005961008	005965	동부건설1우선주	동부건설우	Dongbu(1P)	19900621	KOSPI	주권	-	구형우선주	5000	225732	
261	KR7005960000	005960	동부건설보통주	동부건설	Dongbu Corporation	19781030	KOSPI	주권	-	보통주	5000	22946663	
262	KR7026960005	026960	동서보통주	동서	DONGSUH	20160715	KOSPI	주권	-	보통주	500	99700000	1.0
263	KR7002210003	002210	동성제약보통주	동성제약	DongsungPharmaceutical	19900119	KOSPI	주권	-	보통주	1000	26619507	
264	KR7102260007	102260	동성케미컬보통주	동성케미컬	DONGSUNG CHEMICAL Co., Ltd.	20080623	KOSPI	주권	-	보통주	1000	50176791	
265	KR7000640003	000640	동아쏘시오홀딩스보통주	동아쏘시오홀딩스	Dong-A Socio Holdings	19700210	KOSPI	주권	-	보통주	5000	6536434	
266	KR7170900005	170900	동아에스티보통주	동아에스티	Donga ST	20130408	KOSPI	주권	-	보통주	5000	9352651	
267	KR7028100006	028100	동아지질보통주	동아지질	Dong-Ah Geological Engineering Company	20090612	KOSPI	주권	-	보통주	500	13389502	
268	KR7001521004	001525	동양1우선주	동양우	TONGYANG(1P)	19890930	KOSPI	주권	-	구형우선주	500	617731	
269	KR7001522002	001527	동양2우선주(신형)	동양2우B	TONGYANG(2PB)	19990128	KOSPI	주권	-	신형우선주	500	308569	
270	KR7084670009	084670	동양고속보통주	동양고속	DONGYANG EXPRESS CORP.	20050725	KOSPI	주권	-	보통주	5000	2895569	
271	KR7001520006	001520	동양보통주	동양	TONGYANG	19760625	KOSPI	주권	-	보통주	500	238684063	
272	KR7082640004	082640	동양생명보험보통주	동양생명	TONGYANG LIFE INSURANCE	20091008	KOSPI	주권	-	보통주	5000	161358585	
273	KR7018500009	018500	동원금속보통주	동원금속	DONGWON METAL	19951110	KOSPI	주권	-	보통주	500	46754933	
274	KR7006040000	006040	동원산업보통주	동원산업	DongwonIndustries	19890307	KOSPI	주권	-	보통주	1000	44147986	1.0
275	KR7030720007	030720	동원수산보통주	동원수산	DongwonFisheries	19961122	KOSPI	주권	-	보통주	5000	4653805	
276	KR7014821003	014825	동원시스템즈1우선주	동원시스템즈우	Dongwon Systems Corporation(1P)	19950121	KOSPI	주권	-	구형우선주	5000	264111	
277	KR7014820005	014820	동원시스템즈보통주	동원시스템즈	Dongwon Systems Corporation	19940329	KOSPI	주권	-	보통주	5000	28991282	
278	KR7111380002	111380	동인기연보통주	동인기연	DONG IN ENTECH	20231121	KOSPI	주권	-	보통주	100	6128000	
279	KR7163560006	163560	동일고무벨트보통주	동일고무벨트	DRB Industrial	20121019	KOSPI	주권	-	보통주	500	13900000	
280	KR7004890000	004890	동일산업보통주	동일산업	DONGILINDUSTRIESCO.,LTD	20050630	KOSPI	주권	-	보통주	5000	2425215	
281	KR7002690006	002690	동일제강보통주	동일제강	DONG IL STEEL MFG CO., LTD	20150924	KOSPI	주권	-	보통주	500	20300360	
282	KR7000020008	000020	동화약품보통주	동화약품	DongwhaPharm	19760324	KOSPI	주권	-	보통주	1000	27931470	
283	KR7000151001	000155	두산1우선주	두산우	DOOSAN(1P)	19860731	KOSPI	주권	-	구형우선주	5000	3996462	
284	KR7000152009	000157	두산2우선주(신형)	두산2우B	DOOSAN(2PB)	19991203	KOSPI	주권	-	신형우선주	5000	893038	
285	KR7454910001	454910	두산로보틱스보통주	두산로보틱스	Doosan Robotics	20231005	KOSPI	주권	-	보통주	500	64819980	1.0
286	KR7241560002	241560	두산밥캣보통주	두산밥캣	Doosan Bobcat	20161118	KOSPI	주권	-	보통주	500	95856065	1.0
287	KR7000150003	000150	두산보통주	두산	DOOSAN	19730629	KOSPI	주권	-	보통주	5000	16193835	1.0
288	KR7034020008	034020	두산에너빌리티보통주	두산에너빌리티	DOOSAN ENERBILITY	20001025	KOSPI	주권	-	보통주	5000	640561146	1.0
289	KR733626K013	33626K	두산퓨얼셀1우선주	두산퓨얼셀1우	Doosan Fuel Cell(1P)	20191018	KOSPI	주권	-	구형우선주	100	13364200	
290	KR733626K021	33626L	두산퓨얼셀2우선주(신형)	두산퓨얼셀2우B	Doosan Fuel Cell(2PB)	20191018	KOSPI	주권	-	신형우선주	100	2986300	
291	KR7336260005	336260	두산퓨얼셀보통주	두산퓨얼셀	Doosan Fuel Cell	20191018	KOSPI	주권	-	보통주	100	65493726	1.0
292	KR7016740003	016740	두올보통주	두올	DUAL	20160729	KOSPI	주권	-	보통주	2500	28674024	
293	KR7192650000	192650	드림텍보통주	드림텍	DREAMTECH	20190314	KOSPI	주권	-	보통주	100	68890041	
294	KR7024090003	024090	디씨엠보통주	디씨엠	DCMCorp.	19990818	KOSPI	주권	-	보통주	500	11400000	
295	KR7003160009	003160	디아이보통주	디아이	DI	19960731	KOSPI	주권	-	보통주	500	28300000	
296	KR7092200005	092200	디아이씨 보통주	디아이씨	DAE-IL Corporation	20071018	KOSPI	주권	-	보통주	500	38888569	
297	KR7004840005	004840	디알비동일보통주	DRB동일	DRB Holding Co.,Ltd	19760521	KOSPI	주권	-	보통주	500	19930000	
298	KR7377190004	377190	디앤디플랫폼리츠보통주	디앤디플랫폼리츠	D&D platform REIT	20210827	KOSPI	부동산투자회사	-	보통주	1000	88400000	
299	KR7000300004	000300	디에이치오토넥스보통주	DH오토넥스	DHAUTONEX	19750609	KOSPI	주권	-	보통주	500	82874110	
300	KR7007340003	007340	디엔오토모티브보통주	DN오토모티브	DN AUTOMOTIVE CORPORATION	19880924	KOSPI	주권	-	보통주	100	58510865	1.0
301	KR7024900003	024900	디와이덕양보통주	디와이덕양	DY DEOKYANG	19970623	KOSPI	주권	-	보통주	500	32564980	
302	KR7013570007	013570	디와이보통주	디와이	DY Corporation	19890530	KOSPI	주권	-	보통주	500	26319633	
303	KR7210540001	210540	디와이파워보통주	디와이파워	DY POWER Corporation	20150115	KOSPI	주권	-	보통주	500	11041708	
304	KR7092780006	092780	디와이피보통주	DYP	DYP	20171208	KOSPI	주권	-	보통주	500	13168460	
305	KR7015590003	015590	디케이엠이보통주	DKME	DKME	19890527	KOSPI	주권	-	보통주	500	236981544	
306	KR7032350001	032350	롯데관광개발 보통주	롯데관광개발	LOTTE TOUR DEVELOPMENT CO., LTD	20060608	KOSPI	주권	-	보통주	500	79539484	1.0
307	KR7089860001	089860	롯데렌탈보통주	롯데렌탈	LOTTE rental	20210819	KOSPI	주권	-	보통주	5000	36309388	
308	KR7330590001	330590	롯데리츠보통주	롯데리츠	LOTTE REIT	20191030	KOSPI	부동산투자회사	-	보통주	500	288968884	
309	KR7000400002	000400	롯데손해보험보통주	롯데손해보험	LotteNon-LifeInsurance	19710416	KOSPI	주권	-	보통주	1000	310336320	
310	KR7023530009	023530	롯데쇼핑 보통주	롯데쇼핑	LOTTE SHOPPING CO., LTD.	20060209	KOSPI	주권	-	보통주	5000	28288755	1.0
311	KR7020150009	020150	롯데에너지머티리얼즈보통주	롯데에너지머티리얼즈	LOTTE ENERGY MATERIALS CORPORATION	20110304	KOSPI	주권	-	보통주	500	52365463	1.0
312	KR7280360009	280360	롯데웰푸드보통주	롯데웰푸드	LOTTE WELLFOOD	20171030	KOSPI	주권	-	보통주	500	9304574	
313	KR7286940002	286940	롯데이노베이트보통주	롯데이노베이트	LOTTE INNOVATE	20180727	KOSPI	주권	-	보통주	5000	15129367	
314	KR7004000006	004000	롯데정밀화학보통주	롯데정밀화학	LOTTE Fine Chemical	19760415	KOSPI	주권	-	보통주	5000	25800000	
315	KR700499K014	00499K	롯데지주1우선주	롯데지주우	Lotte Corporation(1P)	20171030	KOSPI	주권	-	구형우선주	200	805603	
316	KR7004990008	004990	롯데지주보통주	롯데지주	Lotte Corporation	19740216	KOSPI	주권	-	보통주	200	104909237	1.0
317	KR7005301007	005305	롯데칠성음료1우선주	롯데칠성우	LotteChilsungBeverage(1P)	19890921	KOSPI	주권	-	구형우선주	500	775310	
318	KR7005300009	005300	롯데칠성음료보통주	롯데칠성	LotteChilsungBeverage	19730621	KOSPI	주권	-	보통주	500	9278884	
319	KR7011170008	011170	롯데케미칼보통주	롯데케미칼	LOTTE CHEMICAL CORPORATION	19910530	KOSPI	주권	-	보통주	5000	42775419	1.0
320	KR7071840003	071840	롯데하이마트보통주	롯데하이마트	LOTTE Himart	20110629	KOSPI	주권	-	보통주	5000	23607712	
321	KR7027740000	027740	마니커보통주	마니커	MANIKER	20021029	KOSPI	주권	-	보통주	500	63511228	
322	KR7357430008	357430	마스턴프리미어리츠보통주	마스턴프리미어리츠	MASTERN PREMIER REIT 1	20220531	KOSPI	부동산투자회사	-	보통주	1000	30505307	
323	KR7001080001	001080	만호제강보통주	만호제강	ManhoRope&Wire	19770618	KOSPI	주권	-	보통주	1000	4150000	
324	KR7088980008	088980	맥쿼리한국인프라투융자회사 보통주	맥쿼리인프라	Macquarie Korea Infrastructure Fund	20060315	KOSPI	사회간접자본투융자회사	-	보통주	무액면	478921993	1.0
325	KR7138040001	138040	메리츠금융지주회사보통주	메리츠금융지주	Meritz Financial Group	20110513	KOSPI	주권	-	보통주	500	175221773	1.0
326	KR7090370008	090370	메타랩스보통주	메타랩스	METALABS	20061226	KOSPI	주권	-	보통주	2500	24904689	
327	KR7118000009	118000	메타케어보통주	메타케어	METACARE	20091230	KOSPI	주권	-	보통주	500	171777364	
328	KR7017180001	017180	명문제약 보통주	명문제약	MyungMoon Pharm	20080710	KOSPI	주권	-	보통주	500	33953454	
329	KR7009900002	009900	명신산업보통주	명신산업	MYOUNG SHIN INDUSTRY	20201207	KOSPI	주권	-	보통주	500	52470133	
330	KR7317450005	317450	명인제약보통주	명인제약	MYUNGIN PHARM	20251001	KOSPI	주권	-	보통주	500	14600000	
331	KR7012690004	012690	모나리자보통주	모나리자	Monalisa	19881014	KOSPI	주권	-	보통주	500	36571255	
332	KR7005360003	005360	모나미보통주	모나미	Monami	19740626	KOSPI	주권	-	보통주	1000	18897307	
333	KR7070960000	070960	모나용평보통주	모나용평	MONAYONGPYONG	20160527	KOSPI	주권	-	보통주	5000	48133333	
334	KR7009680000	009680	모토닉보통주	모토닉	MOTONIC	19940114	KOSPI	주권	-	보통주	500	28050000	
335	KR7009200007	009200	무림페이퍼보통주	무림페이퍼	MOORIM PAPER	19900609	KOSPI	주권	-	보통주	2500	41609310	
336	KR7009580002	009580	무림피앤피보통주	무림P&P	Moorim P&P	19890620	KOSPI	주권	-	보통주	2500	62368324	
337	KR7033920000	033920	무학보통주	무학	Muhak	20100720	KOSPI	주권	-	보통주	200	28500000	
338	KR7008420002	008420	문배철강보통주	문배철강	MoonbaeSteel	19941105	KOSPI	주권	-	보통주	500	20503505	
339	KR7025560004	025560	미래산업보통주	미래산업	MiraeCorporation	19961122	KOSPI	주권	-	보통주	500	4482654	
340	KR7007120009	007120	미래아이앤지보통주	미래아이앤지	MiraeING	19991126	KOSPI	주권	-	보통주	500	28878608	
341	KR7396690000	396690	미래에셋글로벌리츠보통주	미래에셋글로벌리츠	Mirae Asset Global REIT	20211203	KOSPI	부동산투자회사	-	보통주	1000	39605940	
342	KR7094800000	094800	미래에셋맵스리얼티부동산공모투자회사보통주	맵스리얼티	MIRAEASSET MAPS REALTY INVESTMENT COMPANY	20070409	KOSPI	투자회사	-	보통주	무액면	92834331	
343	KR7357250000	357250	미래에셋맵스리츠보통주	미래에셋맵스리츠	Miraeasset Maps REIT 1	20200805	KOSPI	부동산투자회사	-	보통주	1000	24995105	
344	KR7085620003	085620	미래에셋생명보험보통주	미래에셋생명	MIRAE ASSET Life Insurance CO., Ltd.	20150708	KOSPI	주권	-	보통주	5000	177016189	1.0
345	KR7006801005	006805	미래에셋증권1우선주	미래에셋증권우	MIRAE ASSET SECURITIES(1P)	19890408	KOSPI	주권	-	구형우선주	5000	14075750	
346	KR700680K019	00680K	미래에셋증권2우선주(신형)	미래에셋증권2우B	MIRAE ASSET SECURITIES(2PB)	20180314	KOSPI	주권	-	신형우선주	5000	136678482	
347	KR7006800007	006800	미래에셋증권보통주	미래에셋증권	MIRAE ASSET SECURITIES	19750930	KOSPI	주권	-	보통주	5000	567085734	1.0
348	KR7081660003	081660	미스토홀딩스보통주	미스토홀딩스	Misto Holdings Corporation	20100928	KOSPI	주권	-	보통주	1000	60095839	1.0
349	KR7002840007	002840	미원상사보통주	미원상사	MiwonCommercial	19890925	KOSPI	주권	-	보통주	500	4750000	
350	KR7268280005	268280	미원스페셜티케미칼보통주	미원에스씨	Miwon Specialty Chemical	20170522	KOSPI	주권	-	보통주	500	5000000	
351	KR7107590002	107590	미원홀딩스 보통주	미원홀딩스	Miwon Holdings Co.,Ltd.	20090302	KOSPI	주권	-	보통주	500	2320000	
352	KR7134380005	134380	미원화학보통주	미원화학	Miwon Chemicals	20110215	KOSPI	주권	-	보통주	1000	2199268	
353	KR7003650009	003650	미창석유공업보통주	미창석유	MichangOilInd	19890927	KOSPI	주권	-	보통주	5000	1739672	
354	KR7377740006	377740	바이오노트보통주	바이오노트	BioNote	20221222	KOSPI	주권	-	보통주	500	102056048	
355	KR7003610003	003610	방림보통주	방림	Pangrim	19890530	KOSPI	주권	-	보통주	500	40202158	
356	KR7035150002	035150	백산보통주	백산	Baiksan	19990811	KOSPI	주권	-	보통주	500	20558867	
357	KR7002410009	002410	범양건영보통주	범양건영	BUMYANG CONSTRUCTION	19880525	KOSPI	주권	-	보통주	1000	27479820	
